labels,entities
"['Industry', 'Industry', 'Soft Skill']","['communication skills', 'distribution', 'sales']"
"['Position', 'Position', 'Industry', 'Industry', 'Industry']","['sales', 'selling skills', 'communication skills', 'distribution', 'salesman']"
"['Position', 'Position', 'Position', 'Academic Discipline', 'Position', 'Position', 'Platform']","['designer', 'interpersonal skills', 'manager', 'windows', 'statistics', 'project assistant', 'excel']"
"['Management', 'Position', 'Management', 'Management', 'Management', 'Management', 'Management', 'Soft Skill', 'Soft Skill']","['organizational skills', 'hr', 'manager', 'written and oral communication', 'team player', 'leadership', 'excel', 'management', 'interpersonal skills']"
"['Soft Skill', 'Soft Skill', 'Soft Skill', 'Soft Skill', 'Soft Skill', 'Business Function']","['human resources', 'responsibility', 'team player', 'time management', 'team players', 'willing to work']"
"['Position', 'Position', 'Position', 'Academic Discipline', 'Position', 'Position']","['interpersonal skills', 'manager', 'windows', 'statistics', 'project assistant', 'excel']"
"['Position', 'Industry', 'Position', 'Solution', 'Solution', 'Solution', 'Programming Language', 'Programming Language']","['designer', 'dreamweaver', 'photoshop', 'flash', 'software', 'html', 'banners', 'java']"
"['Industry', 'Industry', 'Industry', 'Industry', 'Business Function', 'Soft Skill']","['manager', 'hi-tech', 'software development', 'software engineering', 'software', 'presentation']"
"['Industry', 'Industry', 'Soft Skill', 'Industry', 'Academic Discipline', 'Industry', 'Industry', 'Position', 'Academic Discipline', 'Academic Discipline', 'Management', 'Position', 'Soft Skill', 'Position']","['senior manager', 'information technology', 'consultant', 'sales', 'logic', 'listening', 'hi-tech', 'telecommunication', 'software', 'technology', 'chief scientist', 'presentation', 'strategic planning', 'management']"
"['Competency', 'Position', 'Position', 'Position', 'Position', 'Position', 'Position', 'Solution', 'Position', 'Position', 'Competency', 'Framework/Library', 'Standard/Technology', 'Programming Language', 'Programming Language', 'Programming Language', 'Programming Language', 'Programming Language', 'Programming Language', 'Database', 'Database', 'Database', 'Standard/Technology']","['programmer', 'mysql', 'servlets', 'oracle', 'positive attitude', 'web design', 'programming languages', 'webdeveloper', 'proxies', 'css', 'mathematics', 'php', 'flash', 'web developer', 'javascript', 'tcp/ip', 'mssql', 'vbscripts', 'asp', 'perl', 'html', ""'webdesign"", 'shell']"
"['Industry', 'Industry', 'Soft Skill', 'Industry', 'Academic Discipline', 'Industry', 'Industry', 'Position', 'Academic Discipline', 'Academic Discipline', 'Management', 'Position', 'Soft Skill', 'Position']","['senior manager', 'information technology', 'consultant', 'sales', 'logic', 'listening', 'hi-tech', 'telecommunication', 'software', 'technology', 'chief scientist', 'presentation', 'strategic planning', 'management']"
"['Competency', 'Position', 'Position', 'Solution', 'Position', 'Solution', 'Solution', 'Position', 'Solution', 'Solution', 'Solution', 'Solution', 'Programming Language', 'Programming Language', 'Programming Language', 'Work Activity', 'Framework/Library']","['css', 'programming', 'asp', 'designer', 'web design', 'dreamweaver', 'jsp', 'positive attitude', 'mathematics', 'php', 'perl', 'flash', 'html', ""'webdesign"", 'javascript', 'adobe photoshop', 'adobe illustrator']"
"['Soft Skill', 'Soft Skill', 'Industry', 'Work Activity']","['government', 'organizing', 'public work', 'communication skills']"
"['Position', 'Position', 'Position', 'Competency', 'Solution', 'Solution']","['designer', 'graphic design', 'photoshop', 'technology', 'retail', 'illustrator']"
"['Position', 'Position', 'Management', 'Industry', 'Solution', 'Education Level', 'Soft Skill', 'Management', 'Position']","['organizational skills', 'director', 'university degree', 'communication skills', 'government', 'media', 'excel', 'management', 'accountant']"
"['Industry', 'Industry']","['pharmacology', 'sales']"
"['Position', 'Position', 'Business Function', 'Industry', 'Education Level', 'Soft Skill']","['market research', 'c', 'marketing manager', 'distribution', 'high-school degree', 'presentation']"
"['Position', 'Position', 'Education Level', 'Soft Skill']","['people skills', 'university degree', 'administrative assistant', 'media']"
"['Position', 'Position', 'Position', 'Position']","['receptionist', 'time management', 'director', 'communication skills']"
"['Industry', 'Industry', 'Soft Skill', 'Soft Skill']","['real estate', 'attention to details', 'agriculture', 'interpersonal skills']"
['Academic Discipline'],['state engineering']
"['Management', 'Academic Discipline', 'Education Level', 'Management', 'Academic Discipline', 'Work Activity', 'Soft Skill', 'Soft Skill', 'Industry']","['organizational skills', 'information technology', 'statistics', 'team player', 'government', 'organizing', 'bachelors degree', 'presentation', 'management']"
"['Position', 'Position']","['designer', 'director']"
"['Education Level', 'Academic Discipline', 'Soft Skill']","['bachelors', 'linguistics', 'communication skills']"
"['Position', 'Position', 'Position', 'Position', 'Position', 'Management', 'Position', 'Soft Skill', 'Position', 'Education Level', 'Management', 'Education Level', 'Industry']","['masters degree', 'administrative support', 'director', 'university degree', 'ms word', 'government', 'administrative officer', 'software', 'program coordinator', 'business correspondence', 'excel', 'management', 'interpersonal skills']"
"['Business Function', 'Industry', 'Management', 'Programming Language']","['c', 'human resources', 'management', 'military']"
"['Position', 'Business Function', 'Position', 'Business Function', 'Industry', 'Standard/Technology', 'Framework/Library', 'Work Activity', 'Programming Language', 'Programming Language', 'Programming Language', 'Platform', 'Platform', 'Database']","['j2ee', 'xml', 'quality assurance', 'documenting', 'windows', 'oracle', 'microsoft .net', 'teamwork', 'software', 'html', 'ms sql', 'tester', 'unix', 'java-script']"
"['Solution', 'Position', 'Solution', 'Position', 'Work Activity', 'Solution', 'Position', 'Solution']","['organizational skills', 'critical thinking', 'programming', 'flexibility', 'director', 'puppet', 'communication skills', 'entertainment']"
"['Programming Language', 'Programming Language', 'Position', 'Industry', 'Standard/Technology', 'Framework/Library', 'Business Function', 'Competency', 'Standard/Technology', 'Programming Language', 'Programming Language', 'Standard/Technology', 'Standard/Technology', 'Programming Language', 'Standard/Technology', 'Programming Language', 'Programming Language', 'Solution', 'Programming Language', 'Programming Language', 'Programming Language', 'Programming Language']","['programmer', 'jsp', 'sql server', 'servlets', 'oracle', 'microsoft .net', 'teamwork', 'java', 'ant', 'j2ee', 'sql', 'design patterns', 'css', 'xml', 'responsibility', 'tomcat', 'javascript', 'sense of duty', 'uml', 'rational clearquest', 'software', 'html']"
"['Industry', 'Standard/Technology', 'Framework/Library', 'Business Function', 'Competency', 'Standard/Technology', 'Solution', 'Programming Language', 'Programming Language', 'Standard/Technology', 'Platform', 'Standard/Technology', 'Programming Language', 'Standard/Technology', 'Programming Language', 'Programming Language', 'Database', 'Programming Language', 'Programming Language', 'Programming Language', 'Programming Language', 'Programming Language']","['jsp', 'sql server', 'servlets', 'oracle', 'microsoft .net', 'teamwork', 'java', 'ant', 'visio', 'j2ee', 'sql', 'design patterns', 'css', 'xml', 'responsibility', 'ejb', 'javascript', 'sense of duty', 'uml', 'rational clearquest', 'software', 'html']"
"['Position', 'Position', 'Management', 'Industry', 'Solution', 'Education Level', 'Soft Skill', 'Management', 'Position', 'Soft Skill']","['organizational skills', 'director', 'responsibility', 'university degree', 'politeness', 'communication skills', 'government', 'excel', 'management', 'accountant']"
"['Position', 'Work Activity']","['documenting', 'director']"
"['Soft Skill', 'Position', 'Management', 'Academic Discipline', 'Management', 'Position', 'Position', 'Industry', 'Academic Discipline', 'Soft Skill']","['human resources', 'analysis', 'human relations', 'manager', 'government', 'team player', 'nutrition', 'management', 'project manager', 'interpersonal skills']"
"['Industry', 'Industry']","['media', 'organizing']"
"['Industry', 'Academic Discipline', 'Industry']","['multimedia', 'media', 'organizing']"
"['Education Level', 'Soft Skill', 'Solution']","['university degree', 'excel', 'communication skills']"
['Education Level'],"[""bachelor's degree""]"
"['Business Function', 'Position', 'Industry', 'Industry', 'Education Level', 'Education Level', 'Academic Discipline', 'Programming Language', 'Platform', 'Programming Language', 'Programming Language', 'Programming Language', 'Programming Language', 'Programming Language', 'Programming Language', 'Platform', 'Platform', 'Soft Skill', 'Soft Skill', 'Work Activity', 'Academic Discipline', 'Industry', 'Competency']","['cs', 'ms word', 'c-shell', 'data management', 'programming', 'analysis', 'manager', 'quality assurance', 'written and oral communication', 'python', 'communication skills', 'military', 'bash', 'bs/ms', 't-shell', 'windows', 'perl', 'software', 'html', 'linux', 'phd', 'unix', 'shell']"
['Industry'],['communications']
"['Business Function', 'Industry', 'Education Level', 'Education Level', 'Academic Discipline', 'Programming Language', 'Platform', 'Programming Language', 'Programming Language', 'Programming Language', 'Programming Language', 'Programming Language', 'Programming Language', 'Platform', 'Platform', 'Soft Skill', 'Soft Skill', 'Work Activity', 'Academic Discipline', 'Industry', 'Competency', 'Academic Discipline']","['cs', 'ms word', 'c-shell', 'data management', 'programming', 'analysis', 'quality assurance', 'written and oral communication', 'python', 'communication skills', 'military', 'bash', 'bs/ms', 't-shell', 'windows', 'perl', 'software', 'html', 'linux', 'phd', 'unix', 'shell']"
